id,popularity,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,popularity_encoded,release_month,release_day_of_week,star_power
167,0.676114,120,330,7.0,2001,59111429.6013044,61962496.999787,2315140.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,4705799199.520954
179,0.906223,128,197,6.2,2005,89325063.1723595,181938319.257378,82944923.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3216345066.515203
182,0.437529,108,46,5.8,2006,34613413.0653303,6397973.55773209,-26085092.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,12,4,9911928088.926516
187,3.520836,124,1691,7.1,2005,44662531.5861797,177236356.238624,118733820.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,1952986204.3128219
189,1.840817,102,857,6.2,2014,59870918.3001448,36298002.4298381,-25592384.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,2,5488324531.509991
196,2.441201,118,1762,6.9,1990,66755941.6125832,408091726.335352,204527583.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,4,7526057747.939346
199,1.323991,111,426,6.8,1996,63949969.9921716,208532510.844038,104000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,11,3,4081527549.668826
205,0.787185,121,456,7.2,2004,20202794.4967126,43868925.1928616,20500000.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,9,5,2651854254.222572
217,3.16167,122,1537,5.6,2008,187365527.254695,796694459.895067,601636033.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,21859943348.09745
218,4.831966,108,2692,7.1,1984,13433869.0508425,164504443.462092,71971200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,10,4,2539238789.3184924
226,1.43163,118,170,7.0,1999,2618105.69318864,15107264.4447763,9540607.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,946559981.2251256
231,0.835676,128,245,6.0,2005,55828164.4827247,104956949.227522,44000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11,2,10238635143.636307
232,0.311401,94,60,6.3,1983,21893119.9775814,5461194.99216773,-7505520.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,2630232714.9699097
237,0.383686,93,16,5.9,2003,7586256.92660817,2963381.61195632,-3900000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,4,5508798013.895694
238,5.738034,175,3970,8.3,1972,31287365.5881737,1277913732.38977,239066411.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8328124994.054039
242,1.761161,162,880,6.9,1990,90120521.1769873,228248681.236373,82766062.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0,4450277885.024985
245,1.263507,101,361,6.4,2002,32731057.6277547,156381719.77705,102000000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,4226505933.240282
253,1.549139,121,293,6.1,1973,34378117.0515951,794516768.908823,154777836.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,3,6882671141.008337
272,5.400826,140,4914,7.3,2005,167484493.448174,417838832.575019,224218673.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,16806784610.818142
275,2.775756,98,1093,7.6,1996,9731517.17272177,84263782.2264404,53611975.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,4152277418.3224344
277,6.887883,121,1708,6.5,2003,26077758.1852156,113448272.633004,73708457.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,9,4,5166311529.691132
281,0.526485,145,150,6.5,1995,60100608.4184925,11389481.7066626,-34040709.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10,4,8900440676.48262
285,4.965391,169,2626,6.8,2007,315500574.789463,1010653507.90891,661000000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,5,23204787191.288635
297,1.22669,178,673,6.8,1998,120392592.217046,191210324.119599,52940100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,11,3,6891458238.057883
298,1.41435,122,1371,6.4,2007,89391829.5236814,327397706.037387,226312624.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,3,13942175221.484024
302,0.366218,102,68,6.2,2003,9245750.62930371,26600881.5704689,14641323.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,237524142.5221251
308,0.709235,105,182,6.7,2005,11165632.8965449,51073950.7682681,35742101.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,5,1,2317233895.977202
310,2.899533,101,1706,6.3,2003,94828211.5826022,574389691.557017,404572835.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,4,5932608042.536048
321,0.276911,92,13,5.2,2003,5170387.33057161,3593753.33380431,-1330097.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,17968766.66902155
329,2.204926,127,3169,7.4,1993,95096607.5870186,1388863311.75898,857100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,4,7245110289.28656
334,0.682531,188,430,7.3,1999,48434955.3239899,63425970.6397773,11451803.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,7131634337.30028
340,0.42232,106,130,7.4,2005,7815943.02758145,3012409.59605754,-4302070.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3895708954.462765
345,1.329827,159,623,6.8,1999,85088435.0286309,212185957.240312,97091208.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,6858660894.2294855
348,4.935897,117,2724,7.6,1979,33050094.0275175,315273262.68425,93931801.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,5,4,5980839315.248978
350,3.03143,109,1773,7.0,2006,37858420.540205,353220246.986172,291551094.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,6,4,9781740895.893625
388,1.747256,129,990,7.2,2006,48675112.1231207,199434107.473133,139376254.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,6965886164.709543
395,1.348704,101,696,5.5,2004,80811177.9868504,197622423.162423,101183863.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,3,1183419933.9811218
398,0.561685,114,202,6.7,2005,7815943.02758145,54806319.2569315,42084830.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1414094886.240002
402,1.070577,127,444,6.4,1992,76147188.4748588,548457466.200749,303927224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,4,3568937672.0924363
423,2.364204,150,938,7.9,2002,42429148.7767191,145559349.52963,85072577.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,994970643.518289
424,2.377288,195,2632,8.1,1993,33208339.1573716,484941026.518066,299265768.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,11,0,13693300465.652058
425,4.46751299999999,81,2270,6.9,2002,71523422.2236122,464607829.802379,324257136.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10720254641.899244
430,0.303783,115,30,7.5,1961,21884583.6239119,29179444.8318826,1000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,145897224.159413
435,2.022895,124,1422,6.1,2004,144305674.976518,628332770.733608,419272402.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,2,5169269317.124307
440,1.323511,94,423,4.9,2007,42066743.3052618,43956661.1583771,1797066.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,12,1,588903622.3965545
441,0.40848,96,30,5.7,2001,7388928.70016306,868578.420609101,-5294692.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1880962673.07277
451,1.162695,112,184,6.9,1995,5151480.72158507,71262149.9819269,46200000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,10,4,3129586806.066862
453,2.169826,135,1786,7.5,2001,73889287.0016306,386123667.021868,253542341.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,12,1,9547380106.34824
454,1.920156,120,754,6.6,1996,20158142.7149236,204777203.170305,132798761.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,10,3,9366987555.644135
455,1.496493,112,309,6.0,2002,4243107.6272335,92833330.0602275,73078482.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,4356212673.309952
462,1.208034,131,406,6.9,2000,65847189.9458432,324514308.594375,204271286.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4998846227.238454
470,0.995361,124,520,7.0,2003,23707052.8956505,71628298.7771428,40427839.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9,5,1847149080.9679465
473,1.011829,84,286,6.9,1998,80261.7281446979,4308920.4356125,3161152.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,7,4,38099429.6621076
489,2.202087,126,1592,7.7,1997,13584603.2107209,306921606.651021,215933435.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,9700815491.555265
496,1.930735,82,979,6.4,2006,19470044.8492483,282935169.834497,243572744.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,2430314870.400924
497,2.719461,189,2299,8.0,1999,78543170.7956593,372556440.140744,224600000.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,12,4,9380590565.263205
503,0.826011,99,313,5.3,2006,173067065.326651,196512046.387165,21674817.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,4377836485.554782
504,0.490565,110,216,6.8,2003,9482821.15826022,71569914.232624,52378584.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3008101457.133532
508,2.793616,135,1251,6.9,2003,47414105.7913011,290330516.619355,204931766.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,9,6,9477777418.491585
509,1.72385,124,688,6.8,1999,54980219.5569615,476350818.832191,321889678.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5821727572.856642
512,0.489898,96,208,6.2,2006,4326676.63316629,34164413.2793926,27584901.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,11002892597.358158
533,1.212451,85,373,6.6,2005,33496898.6896348,214885767.201243,162452832.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,6,10195440801.646788
534,3.789633,115,1670,5.8,2009,203280086.82499,377443351.430004,171353001.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,5,2,11132882405.40329
544,1.379837,119,980,6.5,1998,30766995.7888008,494793021.724308,346884651.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,2,10051459448.072445
546,0.374704,103,65,6.5,2005,1116563.28965449,14906531.9287413,12350369.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,168387130.89187637
550,8.947905,139,5923,8.1,1999,82470329.3354423,132022892.45437,37853753.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,8520897721.66206
557,3.241129,121,3170,6.6,2002,168504333.713256,996125553.18518,682708551.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,2,14499148931.974266
558,1.304553,127,2735,6.4,2004,230889079.962429,904815446.895049,583766341.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,4,13513454737.67928
559,2.520912,139,2083,5.8,2007,271330494.318938,936901700.22208,632871626.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,1,13301911185.290827
561,2.26533,121,1049,6.5,2005,111656328.965449,257286597.120405,130427240.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,8287035406.28588
564,2.94377,124,1562,6.3,1999,104724227.727545,544416081.923668,335885488.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,5,3,4603473538.460631
578,2.563191,124,1415,7.3,1975,28362748.2044354,1907005841.91576,463654000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,6,2,10418461749.624615
585,3.204295,92,3899,7.3,2001,141621133.419792,693101531.14612,447816256.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,3,6456330637.961629
588,1.498352,125,580,6.3,2006,54083457.9145786,105578971.529494,47607453.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,4,1959320963.805029
591,3.655536,149,1585,6.4,2006,135208644.786446,820164661.414297,633239851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,5,2,17340893430.644493
594,1.682492,128,1131,7.0,2004,69266723.9887289,253305240.674159,159417255.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,8661343235.431023
597,4.355219,194,4654,7.3,1997,271692064.214419,2506405735.41947,1645034188.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,11,1,17184529984.884365
601,2.900556,115,1830,7.2,1982,23726245.2267878,1791694309.24878,782410554.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,4,5,9271662692.88057
603,7.753899,136,6351,7.8,1999,82470329.3354423,606768749.6621,400517383.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,4689558696.660801
607,3.153414,98,2864,6.7,1997,122261428.896488,800663660.846796,499390539.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,1,11277642099.532028
608,2.388226,88,1950,5.9,2002,169716595.106876,535599877.852542,301818803.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,2,9352368844.452898
615,0.672946,127,457,6.8,2004,34633361.9943644,706404470.566721,581899420.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4737360644.6400175
620,2.484654,107,1383,7.2,1984,62971261.1758245,619663378.727216,265212467.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,6,3,7322907845.343136
629,3.440238,106,1942,8.0,1995,8585801.20264179,33401010.4343242,17341568.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,7,2,1189439298.0348554
636,0.627942,86,125,6.1,1971,4184296.4485178,13123720.0064837,1660000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,2,2141879609.3416512
646,3.170651,110,560,6.7,1962,7929293.766638,429623553.174204,58500000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,2,7943384325.429696
657,2.508235,115,458,6.7,1963,17800448.4288968,561773358.994459,76398765.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,10,3,10246839584.806221
658,3.153791,110,602,7.0,1964,24605935.9359851,878080399.544157,121400000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,2,9175438351.91505
660,1.910465,130,331,6.3,1965,76126200.6312938,977153544.470504,130195658.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,2,9571730931.620438
663,1.049862,93,469,5.8,2007,10516685.8263154,146552786.033084,129352633.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10,3,1349273302.5779831
667,1.554808,117,301,6.2,1967,62099255.5279776,729403389.573469,102084787.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,6,8580730312.032297
668,1.778746,142,258,6.4,1969,41609849.4080107,487278044.146861,74974493.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,3,2436390220.734305
671,8.021423,152,4265,7.2,2001,153936014.58673,1202518036.06708,851475550.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,4,22619223027.843056
674,5.939927,157,3406,7.3,2005,167484493.448174,1000352539.22682,745921036.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,5,28156133973.27351
675,4.878162,138,3382,7.2,2007,157750287.394731,986688860.379322,788212738.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,6,3,28156133973.27351
681,1.75511699999999,120,331,6.2,1971,38773403.3839487,624682610.07473,108800000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,12,6,8161847194.037342
682,1.619555,125,283,6.1,1974,30955987.2195995,431491083.570109,90572000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,6,5918148981.19396
686,1.037438,150,745,6.9,1997,122261428.896488,232460177.075302,81120329.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,7,4,3936725171.4336424
691,2.379469,125,279,6.2,1977,50368934.4559849,667167740.424415,171438673.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,7005132733.796789
693,2.041955,115,782,6.1,2004,92355631.9849719,596436064.273978,436642939.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,2,8585626236.887736
698,1.691143,126,299,5.7,1979,102154836.085054,631857706.726084,176300000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,1,6938884435.332687
699,1.771093,127,268,6.0,1981,67149342.5359908,468397365.827219,167312802.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,5578193528.681921
700,1.575742,131,289,5.9,1983,60206079.9383489,402176613.988171,156200000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,6,5744801604.895838
704,0.812194,88,92,6.9,1964,3515133.70514074,7034127.02708972,500549.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,6,35170635.1354486
707,1.623978,131,272,5.8,1985,60814981.5679926,308996785.928224,122427960.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,4,5150075399.912718
708,1.511663,130,238,6.0,1987,76763217.5225861,366901114.966543,151185897.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,4660703128.139806
709,2.176623,133,332,5.6,1989,56287518.0493842,274695427.360342,124167015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,4,2018724440.768253
710,2.440099,130,741,6.4,1995,82996078.292204,503977993.446744,294194034.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,11,3,5402432246.061875
712,1.23287099999999,117,319,6.5,1994,8826669.36958897,374693338.703871,248700832.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,3224605273.459559
714,2.391809,119,565,5.9,1997,149430635.31793,452382322.355841,223011068.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,3,3956723371.282844
752,3.617106,132,2670,7.6,2005,60294417.6413426,147956957.155121,78511035.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,12,6,7128149055.905942
755,1.353504,108,863,6.9,1996,26414118.0402448,35918496.0412883,6836616.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,4,4222223809.7014623
762,2.234953,91,1097,7.6,1975,1620728.46882488,20376397.9795998,4628948.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1304400025.9650788
767,5.076472,153,3220,7.3,2009,254100108.531238,949276533.285793,683959197.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,7,1,22471727039.7131
771,0.142486,103,1393,7.0,1990,30040173.7256624,795538358.29783,458684675.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4254975690.158811
773,0.778589,102,952,7.3,2006,8653353.26633258,108732824.581061,92523181.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,4695101294.321562
790,0.659181999999999,89,128,6.2,1980,2646036.75292129,56567928.9232191,20378361.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,578063660.8005658
791,0.608364,100,85,4.2,2005,20098139.2137808,51586822.9006684,28201432.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,4,788565986.9573916
